run_id,domain,variant,observation_protocol,repeat_index,seed,source_commit,raw_terminal_status,infrastructure_failure,causal_category,cp_terminal_kind,cp_terminal_stage,cp_terminal_summary,observation_success,object_estimation_success,initial_state_success,goal_state_success,pddl_valid,fd_invoked,symbolic_plan_found,symbolic_plan_nonempty,val_plan_valid,identity_attempted,identity_success,refinement_attempted,refinement_success,execution_projection_available,execution_attempted,execution_success,generated_goal_evaluated,hidden_benchmark_evaluated,first_plan_attempt_index,first_nonempty_plan_attempt_index,number_of_symbolic_plans_generated,number_of_nonempty_symbolic_plans,number_of_val_valid_plans,best_symbolic_plan_length,final_selected_plan_length,actual_task_success,ground_truth_feasible,raw_predicted_infeasible,generated_goal_satisfied,generated_goal_atoms_passed,generated_goal_atoms_total,generated_goal_atom_coverage,benchmark_requirements_passed,benchmark_requirements_total,benchmark_requirement_coverage,fm_calls,object_calls,init_calls,goal_calls,cp_calls,inspections,controller_actions,end_to_end_seconds,fm_latency_seconds,symbolic_planning_seconds,refinement_seconds,execution_seconds
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r01,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,1,240141,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,28.05263573100001,27.01811781799995,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r02,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,2,240142,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,27.34475807000001,26.36920497400024,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r03,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,3,240143,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,24.042892166,22.93172614800028,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r04,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,4,240144,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,22.835462484999994,21.854455500000313,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r00,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,0,240155,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,24.611618591000024,23.640017997000086,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r01,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,1,240156,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,24.224271557000066,23.268815494000023,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r02,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,2,240157,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,23.85598619899997,22.866869383999756,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r03,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,3,240158,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.930638168999963,20.891427671999963,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r04,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,4,240159,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,22.06859381000004,20.773643934000006,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r00,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,0,240150,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,34.95926617199996,33.96234615800006,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r01,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,1,240151,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,25.84929695300002,24.886021715999732,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r02,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,2,240152,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,30.397021244999905,29.4555573990001,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r03,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,3,240153,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,23.244648957000095,22.088170203999994,,,0.0
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r04,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,4,240154,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,29.13134367800012,28.161105578999923,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r00,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,0,240165,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,23.633599532000062,22.649013678999836,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r01,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,1,240166,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,25.224251278999873,24.184996615999808,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r02,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,2,240167,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,24.87314612800003,23.722409225999968,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r03,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,3,240168,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.570537376999937,20.562820951000162,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r04,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,4,240169,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,23.713712975999897,22.816088465999883,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r00,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,0,240160,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,28.074149397999918,27.084823379,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r01,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,1,240161,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,23.879536784000038,22.940292764000105,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r02,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,2,240162,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,29.495838282000022,28.467553144000135,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r03,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,3,240163,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,22.04284190200019,21.059865343000183,,,0.0
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r04,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,4,240164,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.721762890000036,20.680396123000037,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r00,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,0,240175,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,23.703992149999976,22.73283732599998,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r01,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,1,240176,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,20.505567517000145,19.526323848000402,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r02,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,2,240177,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.48237013899984,20.51510459699989,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r03,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,3,240178,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,27.534198765999918,26.62441269599981,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r04,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,4,240179,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,19.15099629400015,18.182862912000246,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r00,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,0,240170,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,24.445146716999943,23.37817695199999,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r01,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,1,240171,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,29.83170671100015,28.903554959000076,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r02,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,2,240172,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.019737804999977,20.109808999000506,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r03,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,3,240173,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,22.869342489000132,21.879920950999917,,,0.0
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r04,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,4,240174,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.844590356000026,20.927463192000005,,,0.0
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r00,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,0,240185,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,27.514583953000056,26.557790137999973,,,0.0
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r01,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,1,240186,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,30.59216951999997,29.645472540999663,,,0.0
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r02,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,2,240187,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,28.885704783999927,27.92374981300054,,,0.0
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r03,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,3,240188,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,30.891549034999798,29.908324931999687,,,0.0
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r04,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,4,240189,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,29.116010635000066,28.129610031000084,,,0.0
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r00,living_room,I0_NO_SHARED_TABLE,initial_observation_only,0,240180,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,44.62205205600003,43.61244422899972,,,0.0
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r01,living_room,I0_NO_SHARED_TABLE,initial_observation_only,1,240181,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,32.960200343999986,32.03223320200027,,,0.0
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r02,living_room,I0_NO_SHARED_TABLE,initial_observation_only,2,240182,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,32.217665076,31.314137563000486,,,0.0
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r03,living_room,I0_NO_SHARED_TABLE,initial_observation_only,3,240183,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,32.938501451999855,31.98295256299957,,,0.0
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r04,living_room,I0_NO_SHARED_TABLE,initial_observation_only,4,240184,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,8,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,34.01220083199996,32.90077818199984,0.16529193799988207,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r00,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,0,240195,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,21.05342150799993,20.130700598000203,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r01,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,1,240196,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,23.20621772300001,22.11482978999993,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r02,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,2,240197,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,33.68792411100003,32.673285207999925,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r03,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,3,240198,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,28.475177499999972,27.56903165299991,,,0.0
